name,state,lat,lng
Woodville town,TX,30.774433,-94.422454
Woodway city,TX,31.498334,-97.230789
Wortham town,TX,31.790154,-96.461613
Wyldwood CDP,TX,30.128651,-97.477416
Wylie city,TX,33.029144,-96.527032
Yancey CDP,TX,29.147071,-99.142642
Yantis town,TX,32.92853,-95.577357
Yoakum city,TX,29.293204,-97.14701
Yorktown city,TX,28.982808,-97.505032
Yznaga CDP,TX,26.328525,-97.815009
Zapata CDP,TX,26.902166,-99.261428
Zapata Ranch CDP,TX,26.358827,-97.823005
Zarate CDP,TX,26.319936,-98.636931
Zavalla city,TX,31.158466,-94.418918
Zephyr CDP,TX,31.679217,-98.791235
Zuehl CDP,TX,29.505103,-98.152168
Alpine city,UT,40.462954,-111.77244
Alta town,UT,40.582406,-111.620321
Altamont town,UT,40.358977,-110.288022
Alton town,UT,37.426539,-112.510275
Amalga town,UT,41.856255,-111.897155
American Fork city,UT,40.377877,-111.795074
Aneth CDP,UT,37.20635,-109.157205
Annabella town,UT,38.706006,-112.058567
Antimony town,UT,38.103029,-111.982319
Apple Valley town,UT,37.080972,-113.1034
Aurora city,UT,38.919961,-111.933624
Avon CDP,UT,41.535328,-111.812433
Ballard town,UT,40.294914,-109.949353
Bear River City city,UT,41.612369,-112.124948
Beaver city,UT,38.275872,-112.638098
Benjamin CDP,UT,40.096866,-111.72897
Benson CDP,UT,41.752857,-111.925852
Beryl Junction CDP,UT,37.700983,-113.653495
Bicknell town,UT,38.340656,-111.544178
Big Water town,UT,37.072874,-111.660762
Blanding city,UT,37.623144,-109.51295
Bluebell CDP,UT,40.351374,-110.223817
Bluff town,UT,37.290346,-109.596104
Bluffdale city,UT,40.474551,-111.940262
Bonanza CDP,UT,40.030474,-109.188439
Boulder town,UT,37.922785,-111.431854
Bountiful city,UT,40.872483,-111.8612
Brian Head town,UT,37.706301,-112.834835
Brigham City city,UT,41.505904,-112.051418
Brighton town,UT,40.610656,-111.603923
Bryce Canyon City town,UT,37.68196,-112.161567
Cache CDP,UT,41.82865,-112.005677
Cannonville town,UT,37.554827,-112.053756
Carbonville CDP,UT,39.626877,-110.833262
Castle Dale city,UT,39.221661,-111.022676
Castle Valley town,UT,38.632119,-109.396042
Cedar City city,UT,37.683847,-113.095566
Cedar Fort town,UT,40.341729,-112.108804
Cedar Highlands CDP,UT,37.635842,-113.041037
Cedar Hills city,UT,40.412028,-111.754266
Centerfield town,UT,39.127455,-111.818423
Centerville city,UT,40.926297,-111.883339
Central CDP,UT,37.415005,-113.626248
Central Valley town,UT,38.69933,-112.096678
Charleston town,UT,40.467276,-111.459488
Circleville town,UT,38.168403,-112.27161
Clarkston town,UT,41.920481,-112.050376
Clawson town,UT,39.131395,-111.098932
Clear Creek CDP,UT,39.643343,-111.15484
Clearfield city,UT,41.097012,-112.01792
Cleveland town,UT,39.34927,-110.855411
Clinton city,UT,41.13874,-112.066417
Coalville city,UT,40.907337,-111.421376
Copperton city,UT,40.566115,-112.09792
Corinne city,UT,41.551464,-112.125015
Cornish town,UT,41.967158,-111.958734
Cottonwood Heights city,UT,40.613679,-111.814551
Cove CDP,UT,41.968258,-111.779388
Dammeron Valley CDP,UT,37.304173,-113.66587
Daniel town,UT,40.46672,-111.409514
Delta city,UT,39.36327,-112.543758
Deseret CDP,UT,39.287621,-112.651116
Deweyville town,UT,41.693031,-112.088347
Draper city,UT,40.49715,-111.864636
Duchesne city,UT,40.175296,-110.394146
Dugway CDP,UT,40.230686,-112.754054
Dutch John town,UT,40.92707,-109.403119
Eagle Mountain city,UT,40.314272,-112.011983
East Basin CDP,UT,40.736798,-111.469066
East Carbon city,UT,39.533025,-110.42945
Echo CDP,UT,40.980259,-111.439246
Eden CDP,UT,41.30616,-111.803782
Elberta CDP,UT,39.95579,-111.956923
Elk Ridge city,UT,40.01036,-111.677997
Elmo town,UT,39.38771,-110.815613
Elsinore town,UT,38.683763,-112.140051
Elwood town,UT,41.67321,-112.136645
Emery town,UT,38.925179,-111.252238
Emigration Canyon city,UT,40.788573,-111.741398
Enoch city,UT,37.766574,-113.045261
Enterprise CDP,UT,41.106986,-111.730713
Enterprise city,UT,37.571633,-113.743029
Ephraim city,UT,39.359067,-111.585978
Erda city,UT,40.618084,-112.308945
Escalante city,UT,37.76488,-111.598396
Eureka city,UT,39.958661,-112.115075
Fairfield town,UT,40.235991,-112.075224
Fairview city,UT,39.629967,-111.436859
Farmington city,UT,40.984669,-111.906306
Farr West city,UT,41.301558,-112.031806
Fayette town,UT,39.224637,-111.854191
Ferron city,UT,39.091598,-111.133627
Fielding town,UT,41.812235,-112.116998
Fillmore city,UT,38.964259,-112.338671
Flaming Gorge CDP,UT,40.88915,-109.475931
Fort Duchesne CDP,UT,40.281802,-109.877241
Fountain Green city,UT,39.628094,-111.641301
Francis town,UT,40.612507,-111.282165
Fremont CDP,UT,38.455449,-111.614953
Fruit Heights city,UT,41.02893,-111.904594
Garden CDP,UT,41.874269,-111.41703
Garden City town,UT,41.937088,-111.412159
Garland city,UT,41.736272,-112.162789
Genola town,UT,40.011993,-111.847985
Glendale town,UT,37.334232,-112.603503
Glenwood town,UT,38.762449,-111.987597
Goshen town,UT,39.951114,-111.900826
Granite CDP,UT,40.575662,-111.791252
Grantsville city,UT,40.611347,-112.469077
Green River city,UT,38.99346,-110.173424
Gunnison city,UT,39.15693,-111.813516
Halchita CDP,UT,37.150558,-109.9037
Halls Crossing CDP,UT,37.465816,-110.665443
Hanksville town,UT,38.371999,-110.713454
Harrisville city,UT,41.285318,-111.98597
Hatch town,UT,37.649192,-112.434877
Heber city,UT,40.541655,-111.387915
Helper city,UT,39.689628,-110.859599
Henefer town,UT,41.013813,-111.493272
Henrieville town,UT,37.563891,-112.001906
Herriman city,UT,40.491819,-112.02043
Hideout town,UT,40.645965,-111.405842
Highland city,UT,40.427541,-111.795612
Hildale city,UT,37.015423,-112.999846
Hinckley town,UT,39.333595,-112.673482
Hobble Creek CDP,UT,40.19172,-111.496707
Holden town,UT,39.100095,-112.270413
Holladay city,UT,40.659924,-111.822697
Honeyville city,UT,41.636119,-112.085745
Hooper city,UT,41.162582,-112.34196
Howell town,UT,41.778746,-112.448024
Hoytsville CDP,UT,40.875766,-111.384734
Huntington city,UT,39.330116,-110.96281
Huntsville town,UT,41.259856,-111.779994
Hurricane city,UT,37.148473,-113.358862
Hyde Park city,UT,41.801084,-111.809887
Hyrum city,UT,41.632797,-111.845514
Independence town,UT,40.410836,-111.295708
Interlaken town,UT,40.541184,-111.475348
Ivins city,UT,37.173803,-113.68083
Jensen CDP,UT,40.369529,-109.355572
Joseph town,UT,38.624845,-112.219824
Junction town,UT,38.236148,-112.224615
Kamas city,UT,40.649996,-111.273422
Kanab city,UT,37.025996,-112.523724
Kanarraville town,UT,37.537972,-113.181043
Kanosh town,UT,38.801392,-112.437432
Kaysville city,UT,41.029342,-111.945074
Kearns city,UT,40.651944,-112.00939
Kenilworth CDP,UT,39.680325,-110.814539
Kingston town,UT,38.206668,-112.179266
Koosharem town,UT,38.514675,-111.881281
Lake Point city,UT,40.683365,-112.265574
Lake Shore CDP,UT,40.129442,-111.736181
Laketown town,UT,41.82932,-111.332682
Lapoint CDP,UT,40.404217,-109.796978
La Sal CDP,UT,38.301147,-109.265651
La Verkin city,UT,37.231529,-113.250555
Layton city,UT,41.077423,-111.960727
Leamington town,UT,39.531311,-112.285226
Leeds town,UT,37.237186,-113.34707
Lehi city,UT,40.41708,-111.871147
Levan town,UT,39.556156,-111.860579
Lewiston city,UT,41.968452,-111.885815
Liberty CDP,UT,41.342536,-111.86488
Lindon city,UT,40.341998,-111.717267
Loa town,UT,38.403759,-111.645137
Logan city,UT,41.740256,-111.841764
Lyman town,UT,38.396627,-111.589338
Lynndyl town,UT,39.508585,-112.393444
Maeser CDP,UT,40.471838,-109.57862
Magna city,UT,40.759538,-112.18273
Manila town,UT,40.992158,-109.721033
Manti city,UT,39.26647,-111.635327
Mantua town,UT,41.497983,-111.935739
Mapleton city,UT,40.118757,-111.574246
Marion CDP,UT,40.681022,-111.277319
Marriott-Slaterville city,UT,41.261051,-112.036252
Marysvale town,UT,38.436649,-112.261968
Mayfield town,UT,39.119309,-111.70804
Meadow town,UT,38.886223,-112.407142
Mendon city,UT,41.711538,-111.977537
Mexican Hat CDP,UT,37.174258,-109.883578
Midvale city,UT,40.614723,-111.892822
Midway city,UT,40.520214,-111.475523
Milford city,UT,38.394503,-113.012265
Millcreek city,UT,40.689017,-111.829559
Millville city,UT,41.685103,-111.821142
Minersville town,UT,38.248011,-112.978989
Moab city,UT,38.570083,-109.547811
Modena CDP,UT,37.794712,-113.92746
Mona city,UT,39.811804,-111.841529
Monroe city,UT,38.623009,-112.119612
Montezuma Creek CDP,UT,37.251651,-109.289559
Monticello city,UT,37.868534,-109.3362
Morgan city,UT,41.041733,-111.680545
Moroni city,UT,39.527028,-111.583067
Mountain Green CDP,UT,41.147673,-111.787635
Mount Pleasant city,UT,39.540744,-111.455865
Murray city,UT,40.650654,-111.886568
Myton city,UT,40.193265,-110.062512
Naples city,UT,40.431749,-109.491273
Navajo Mountain CDP,UT,37.047029,-110.789935
Neola CDP,UT,40.434806,-110.03082
Nephi city,UT,39.704759,-111.833365
Newcastle CDP,UT,37.662854,-113.564366
New Harmony town,UT,37.480044,-113.309252
Newton town,UT,41.86116,-111.990752
Nibley city,UT,41.673014,-111.846847
North Logan city,UT,41.775541,-111.806654
North Ogden city,UT,41.314613,-111.959686
North Salt Lake city,UT,40.847116,-111.91878
Oak City town,UT,39.374738,-112.338342
Oakley city,UT,40.740521,-111.274099
Oasis CDP,UT,39.292306,-112.628951
Ogden city,UT,41.228391,-111.968147
Oljato-Monument Valley CDP,UT,37.030747,-110.251094
Ophir CDP,UT,40.370055,-112.255963
Orangeville city,UT,39.230824,-111.059173
Orderville town,UT,37.251576,-112.657118
Orem city,UT,40.298067,-111.699463
Palmyra CDP,UT,40.134176,-111.693049
Panguitch city,UT,37.822854,-112.434169
Paradise town,UT,41.568176,-111.833349
Paragonah town,UT,37.885379,-112.771089
Park City city,UT,40.657328,-111.493756
Parowan city,UT,37.832697,-112.830382
Payson city,UT,40.035882,-111.738805
Peoa CDP,UT,40.732573,-111.329403
Perry city,UT,41.464517,-112.040541
Peter CDP,UT,41.777428,-112.000644
Pine Valley CDP,UT,37.390369,-113.506033
Plain City city,UT,41.306699,-112.094297
Pleasant Grove city,UT,40.371497,-111.741281
Pleasant View city,UT,41.32489,-112.001038
Plymouth town,UT,41.873587,-112.146778
Portage town,UT,41.975633,-112.24051
Price city,UT,39.604001,-110.800352
Providence city,UT,41.703521,-111.813358
Provo city,UT,40.245312,-111.645057
Randlett CDP,UT,40.226748,-109.83081
Randolph town,UT,41.665525,-111.184633
Redmond town,UT,39.00526,-111.867242
Richfield city,UT,38.761317,-112.092855
Richmond city,UT,41.923065,-111.807823
Riverdale city,UT,41.173136,-112.002256
River Heights city,UT,41.722128,-111.819122
Riverside CDP,UT,41.810587,-112.140315
Riverton city,UT,40.517634,-111.963515
Rockville town,UT,37.147817,-113.05479
Rocky Ridge town,UT,39.919747,-111.825747
Roosevelt city,UT,40.287727,-109.987983
Roy city,UT,41.17146,-112.048476
Rush Valley town,UT,40.361285,-112.450643
St. George city,UT,37.077006,-113.576534
Salem city,UT,40.055295,-111.667365
Salina city,UT,38.938839,-111.865209
Salt Lake City city,UT,40.776928,-111.930991
Samak CDP,UT,40.638907,-111.2413
Sandy city,UT,40.571714,-111.84987
Santa Clara city,UT,37.131398,-113.656646
Santaquin city,UT,39.969893,-111.794431
Saratoga Springs city,UT,40.344608,-111.915893
Scipio town,UT,39.24908,-112.104411
Scofield town,UT,39.719827,-111.16226
Sigurd town,UT,38.86622,-111.963141
Silver Summit CDP,UT,40.748926,-111.513907
Smithfield city,UT,41.835466,-111.82752
Snowville town,UT,41.972822,-112.716407
Snyderville CDP,UT,40.704118,-111.543375
South Jordan city,UT,40.555007,-111.992337
South Ogden city,UT,41.172227,-111.957693
South Salt Lake city,UT,40.705649,-111.898617
South Weber city,UT,41.134674,-111.941625
South Willard CDP,UT,41.362304,-112.041981
Spanish Fork city,UT,40.113143,-111.642906
Spanish Valley CDP,UT,38.474263,-109.420972
Spring City city,UT,39.479828,-111.491756
Springdale town,UT,37.181673,-113.005007
Spring Glen CDP,UT,39.65601,-110.846081
Spring Lake CDP,UT,40.008534,-111.750636
Springville city,UT,40.164273,-111.619525
Stansbury Park CDP,UT,40.633963,-112.306374
Sterling town,UT,39.193321,-111.690405
Stockton town,UT,40.444132,-112.37442
Summit CDP,UT,37.805337,-112.933135
Summit Park CDP,UT,40.742334,-111.587245
Sundance CDP,UT,40.392723,-111.590879
Sunset city,UT,41.13806,-112.028388
Sutherland CDP,UT,39.389581,-112.63994
Syracuse city,UT,41.08543,-112.071668
Tabiona town,UT,40.354216,-110.709559
Taylorsville city,UT,40.656942,-111.94933
Teasdale CDP,UT,38.285097,-111.472367
Thatcher CDP,UT,41.681522,-112.320043
Thompson Springs CDP,UT,38.963575,-109.703719
Timber Lakes CDP,UT,40.474957,-111.255838
Tooele city,UT,40.539396,-112.307843
Toquerville city,UT,37.266546,-113.295135
Torrey town,UT,38.307337,-111.427133
Tremonton city,UT,41.718178,-112.187719
Trenton town,UT,41.913878,-111.935809
Tropic town,UT,37.633054,-112.087959
Tselakai Dezza CDP,UT,37.209998,-109.609093
Uintah town,UT,41.141357,-111.932385
Vernal city,UT,40.45167,-109.538083
Vernon town,UT,40.09559,-112.445774
Veyo CDP,UT,37.337502,-113.693028
Vineyard town,UT,40.305056,-111.754784
Virgin town,UT,37.194738,-113.205539
Wales town,UT,39.48518,-111.636079
Wallsburg town,UT,40.386871,-111.419464
Wanship CDP,UT,40.816759,-111.415089
Washington city,UT,37.126676,-113.487759
Washington Terrace city,UT,41.168318,-111.978153
Wellington city,UT,39.53586,-110.734374
Wellsville city,UT,41.623416,-111.942094
Wendover city,UT,40.724025,-114.025097
West Bountiful city,UT,40.901267,-111.908454
West Haven city,UT,41.209075,-112.053612
West Jordan city,UT,40.602666,-112.001255
West Mountain CDP,UT,40.051816,-111.783353
West Point city,UT,41.121721,-112.098224
West Valley City city,UT,40.688493,-112.011759
West Wood CDP,UT,39.605158,-110.842424
White City city,UT,40.568742,-111.862641
White Mesa CDP,UT,37.459621,-109.459963
Whiterocks CDP,UT,40.472147,-109.94122
Willard city,UT,41.403172,-112.042539
Wolf Creek CDP,UT,41.3253,-111.828756
Woodland CDP,UT,40.583797,-111.235761
Woodland Hills city,UT,40.013365,-111.656004
Woodruff town,UT,41.521183,-111.163931
Woods Cross city,UT,40.87319,-111.917773
Albany village,VT,44.729932,-72.381758
Alburgh village,VT,44.976728,-73.30257
Algiers CDP,VT,42.820005,-72.579559
Arlington CDP,VT,43.072919,-73.146094
Ascutney CDP,VT,43.408312,-72.405702
Bakersfield CDP,VT,44.782021,-72.803277
Barnet CDP,VT,44.295484,-72.04983
Barre city,VT,44.199088,-72.507979
Barton village,VT,44.747972,-72.178552
Beecher Falls CDP,VT,45.009587,-71.487927
Bellows Falls village,VT,43.134564,-72.459095
Bennington CDP,VT,42.871243,-73.180181
Benson CDP,VT,43.710063,-73.302976
Bethel CDP,VT,43.829702,-72.634495
Bolton CDP,VT,44.374215,-72.88601
Bolton Valley CDP,VT,44.416642,-72.857466
Bradford CDP,VT,43.995926,-72.124464
Brandon CDP,VT,43.810474,-73.09028
Brattleboro CDP,VT,42.861623,-72.559216
Bristol CDP,VT,44.137679,-73.09131
Burlington city,VT,44.491927,-73.238882
Cabot CDP,VT,44.406782,-72.316688
Cambridge village,VT,44.637307,-72.881406
Canaan CDP,VT,45.006739,-71.527141
Castleton CDP,VT,43.605438,-73.184824
Castleton Four Corners CDP,VT,43.611965,-73.210573
Cavendish CDP,VT,43.385393,-72.607864
Chelsea CDP,VT,43.991743,-72.451214
Chester CDP,VT,43.269228,-72.5963
Chimney Hill CDP,VT,42.888988,-72.909636
Chittenden CDP,VT,43.703323,-72.949464
Concord CDP,VT,44.435598,-71.886404
Coventry CDP,VT,44.864935,-72.270044
Danby CDP,VT,43.343667,-72.99463
Danville CDP,VT,44.410261,-72.141614
Derby Center village,VT,44.954564,-72.136208
Derby Line village,VT,44.998729,-72.107279
Dorset CDP,VT,43.26046,-73.108367
East Barre CDP,VT,44.14834,-72.449497
East Burke CDP,VT,44.587657,-71.940967
East Charlotte CDP,VT,44.318368,-73.190865
East Dorset CDP,VT,43.243737,-73.007364
East Middlebury CDP,VT,43.976586,-73.100235
East Montpelier CDP,VT,44.267319,-72.491241
East Poultney CDP,VT,43.525649,-73.215011
Enosburg Falls village,VT,44.908471,-72.801491
Essex Junction city,VT,44.490288,-73.114121
Fairfax CDP,VT,44.671277,-73.009271
Fair Haven CDP,VT,43.592783,-73.268898
Fairlee CDP,VT,43.893818,-72.159137
Gilman CDP,VT,44.413981,-71.712284
Glover CDP,VT,44.707108,-72.199329
Grafton CDP,VT,43.170735,-72.60853
Graniteville CDP,VT,44.145848,-72.481395
Greensboro CDP,VT,44.578992,-72.315503
Greensboro Bend CDP,VT,44.561395,-72.265645
Groton CDP,VT,44.218915,-72.201097
Hanksville CDP,VT,44.253368,-72.96089
Hardwick CDP,VT,44.496963,-72.364454
Harmonyville CDP,VT,43.036286,-72.667429
Hartford Village CDP,VT,43.666738,-72.337742
Hartland CDP,VT,43.542639,-72.401149
Highgate Center CDP,VT,44.934919,-73.038471
Highgate Springs CDP,VT,44.978326,-73.105629
Hinesburg CDP,VT,44.333146,-73.109207
Huntington CDP,VT,44.326403,-72.989362
Huntington Center CDP,VT,44.289043,-72.969163
Hyde Park village,VT,44.599081,-72.608364
Irasburg CDP,VT,44.800772,-72.290572
Island Pond CDP,VT,44.814026,-71.885546
Jacksonville village,VT,42.79403,-72.815564
Jamaica CDP,VT,43.095201,-72.77457
Jeffersonville village,VT,44.64659,-72.826096
Jericho village,VT,44.502675,-72.990293
Jericho Center CDP,VT,44.471591,-72.972216
Johnson village,VT,44.636968,-72.678702
Killington Village CDP,VT,43.650545,-72.778421
Lincoln CDP,VT,44.102714,-72.99377
Londonderry CDP,VT,43.230113,-72.807969
Lowell CDP,VT,44.793476,-72.432757
Ludlow village,VT,43.401856,-72.699211
Lunenburg CDP,VT,44.453063,-71.674197
Lyndon CDP,VT,44.515122,-72.013761
Lyndon Center CDP,VT,44.540597,-72.015613
Lyndonville CDP,VT,44.529644,-71.998138
Manchester village,VT,43.160037,-73.067098
Manchester Center CDP,VT,43.188397,-73.035178
Marshfield village,VT,44.353357,-72.349726
Middlebury CDP,VT,44.007904,-73.157609
Middletown Springs CDP,VT,43.486568,-73.123045
Milton CDP,VT,44.630376,-73.12244
Montpelier city,VT,44.266448,-72.571524
Morrisville village,VT,44.557227,-72.589969
Newbury village,VT,44.080827,-72.057719
Newfane village,VT,42.987414,-72.655889
New Haven CDP,VT,44.133023,-73.14537
Newport city,VT,44.936868,-72.21116
Newport Center CDP,VT,44.95244,-72.306113
North Bennington village,VT,42.920551,-73.24093
North Clarendon CDP,VT,43.571193,-72.968469
Northfield CDP,VT,44.146522,-72.657101
North Hartland CDP,VT,43.596986,-72.359722
North Hyde Park CDP,VT,44.664216,-72.588854
North Pownal CDP,VT,42.798559,-73.25732
North Springfield CDP,VT,43.329902,-72.533788
North Troy village,VT,44.996327,-72.403506
North Westminster CDP,VT,43.122393,-72.456417
Norwich CDP,VT,43.718016,-72.30566
Old Bennington village,VT,42.884855,-73.214297
Orleans village,VT,44.80877,-72.199501
Pawlet CDP,VT,43.338969,-73.168393
Peacham CDP,VT,44.32958,-72.172452
Pittsford CDP,VT,43.71234,-73.025265
Plainfield CDP,VT,44.280961,-72.431823
Poultney village,VT,43.517815,-73.235967
Pownal CDP,VT,42.765345,-73.234162
Pownal Center CDP,VT,42.79766,-73.221503
Proctor CDP,VT,43.676395,-73.045338
Proctorsville CDP,VT,43.380828,-72.641471
Putney CDP,VT,42.971324,-72.527696
Quechee CDP,VT,43.64451,-72.418975
Randolph CDP,VT,43.926347,-72.666361
Readsboro CDP,VT,42.765556,-72.952062
Richford CDP,VT,44.994014,-72.669443
Richmond CDP,VT,44.405736,-73.00147
Rochester CDP,VT,43.870387,-72.803593
Rutland city,VT,43.60967,-72.977788
St. Albans city,VT,44.811538,-73.084462
St. George CDP,VT,44.379745,-73.131557
St. Johnsbury CDP,VT,44.430445,-72.008582
Saxtons River village,VT,43.139367,-72.511138
Sheffield CDP,VT,44.596085,-72.115177
Shelburne CDP,VT,44.390452,-73.217992
South Barre CDP,VT,44.160691,-72.502255
South Burlington city,VT,44.436565,-73.181103
South Hero CDP,VT,44.648436,-73.301318
South Lincoln CDP,VT,44.059925,-72.974529
South Londonderry CDP,VT,43.191434,-72.808258
South Royalton CDP,VT,43.807231,-72.512334
South Shaftsbury CDP,VT,42.9406,-73.194627
South Woodstock CDP,VT,43.560217,-72.527025
Springfield CDP,VT,43.296641,-72.48187
Stamford CDP,VT,42.754844,-73.060965
Stowe CDP,VT,44.467241,-72.68377
Stratton Mountain CDP,VT,43.116202,-72.905312
Sutton CDP,VT,44.630091,-72.031527
Swanton village,VT,44.924538,-73.119353
Townshend CDP,VT,43.049461,-72.670371
Troy CDP,VT,44.911101,-72.401641
Underhill Center CDP,VT,44.50805,-72.89874
Underhill Flats CDP,VT,44.523259,-72.946234
Vergennes city,VT,44.16766,-73.255316
Waitsfield CDP,VT,44.183349,-72.834513
Wallingford CDP,VT,43.472663,-72.965999
Wardsboro CDP,VT,43.043815,-72.788421
Waterbury CDP,VT,44.336415,-72.749053
Waterbury Center CDP,VT,44.377996,-72.72082
Websterville CDP,VT,44.157314,-72.477642
Wells CDP,VT,43.418682,-73.212275
Wells River village,VT,44.156476,-72.067979
West Brattleboro CDP,VT,42.856521,-72.600362
West Burke village,VT,44.643829,-71.979303
West Charlotte CDP,VT,44.307336,-73.257249
West Dummerston CDP,VT,42.929804,-72.612833
Westford CDP,VT,44.603324,-73.015994
Westminster village,VT,43.078539,-72.454315
Weston CDP,VT,43.290739,-72.793704
West Pawlet CDP,VT,43.354365,-73.247572
West Rutland CDP,VT,43.59672,-73.042979
West Woodstock CDP,VT,43.610343,-72.553401
White River Junction CDP,VT,43.650026,-72.329173
Whitingham CDP,VT,42.789194,-72.883349
Wilder CDP,VT,43.677681,-72.320418
Williamstown CDP,VT,44.117705,-72.550501
Wilmington CDP,VT,42.869334,-72.861064
Windsor CDP,VT,43.479211,-72.39066
Winooski city,VT,44.495587,-73.184857
Wolcott CDP,VT,44.551809,-72.470074
Woodstock village,VT,43.62344,-72.513003
Worcester CDP,VT,44.370033,-72.550149
Abbs Valley CDP,VA,37.235392,-81.460147
Abingdon town,VA,36.706665,-81.971627
Accomac town,VA,37.719561,-75.667784
Adwolf CDP,VA,36.798026,-81.593646
Afton CDP,VA,38.022163,-78.833446
Alberta town,VA,36.854006,-77.893986
Aldie CDP,VA,38.97612,-77.647985
Alexandria city,VA,38.819251,-77.08367
Allison Gap CDP,VA,36.899778,-81.786853
Allisonia CDP,VA,36.936867,-80.718795
Alonzaville CDP,VA,38.927751,-78.550927
Altavista town,VA,37.123438,-79.283378
Amelia Court House CDP,VA,37.335858,-77.986639
Amherst town,VA,37.581894,-79.051995
Amonate CDP,VA,37.190597,-81.640566
Annandale CDP,VA,38.832801,-77.196229
Appalachia town,VA,36.912716,-82.795003
Apple Mountain Lake CDP,VA,38.926685,-78.105138
Appomattox town,VA,37.358738,-78.826446
Aquia Harbour CDP,VA,38.459234,-77.380104
Arcola CDP,VA,38.944261,-77.53416
Arlington CDP,VA,38.878337,-77.100703
Arrington CDP,VA,37.678696,-78.894759
Ashburn CDP,VA,39.027296,-77.471322
Ashland town,VA,37.760417,-77.472414
Atkins CDP,VA,36.866981,-81.398577
Atlantic CDP,VA,37.903366,-75.506367
Augusta Springs CDP,VA,38.102962,-79.336345
Austin Ridge CDP,VA,38.439471,-77.416976
Austinville CDP,VA,36.851018,-80.914507
Bailey's Crossroads CDP,VA,38.848262,-77.131959
Barboursville CDP,VA,38.169924,-78.283603
Baskerville CDP,VA,36.684407,-78.273196
Bassett CDP,VA,36.761517,-79.986551
Bastian CDP,VA,37.153528,-81.152495
Basye CDP,VA,38.809424,-78.769485
Bayside CDP,VA,37.754788,-75.712852
Baywood CDP,VA,36.621889,-81.008466
Bealeton CDP,VA,38.583015,-77.778763
Bedford town,VA,37.339992,-79.514112
Belle Haven town,VA,37.554653,-75.823838
Belle Haven CDP,VA,38.777325,-77.057438
Bellwood CDP,VA,37.406041,-77.436335
Belmont CDP,VA,39.065619,-77.498473
Belmont Estates CDP,VA,38.446449,-78.922783
Belspring CDP,VA,37.195413,-80.612422
Belview CDP,VA,37.166762,-80.509706
Benns Church CDP,VA,36.936894,-76.58469
Bensley CDP,VA,37.447493,-77.445608
Berryville town,VA,39.147726,-77.98016
Bethel Manor CDP,VA,37.097363,-76.424632
Big Island CDP,VA,37.533422,-79.363186
Big Rock CDP,VA,37.35256,-82.18734
Big Stone Gap town,VA,36.86274,-82.776089
Big Stone Gap East CDP,VA,36.879269,-82.743346
Blacksburg town,VA,37.231264,-80.426745
Blackstone town,VA,37.081822,-78.002812
Blairs CDP,VA,36.699268,-79.37891
Bland CDP,VA,37.099492,-81.115765
Bloxom town,VA,37.829241,-75.621437
Bluefield town,VA,37.235225,-81.274659
Blue Ridge CDP,VA,37.379843,-79.822204
Blue Ridge Shores CDP,VA,38.107114,-78.022692
Bobtown CDP,VA,37.649248,-75.799872
Boissevain CDP,VA,37.275703,-81.385616
Bon Air CDP,VA,37.516984,-77.570309
Boones Mill town,VA,37.115562,-79.951414
Boston CDP,VA,37.603856,-75.843711
Bowling Green town,VA,38.053331,-77.347528
Bowmans Crossing CDP,VA,38.797823,-78.589127
Boyce town,VA,39.093223,-78.060108
Boydton town,VA,36.66606,-78.390727
Boykins town,VA,36.577825,-77.198919
Bracey CDP,VA,36.581233,-78.113799
Braddock CDP,VA,38.831875,-77.355031
Brambleton CDP,VA,38.980243,-77.532796
Branchville town,VA,36.569793,-77.250096
Brandermill CDP,VA,37.433992,-77.650583
Brandy Station CDP,VA,38.495045,-77.889951
Breaks CDP,VA,37.300654,-82.279194
Bridgewater town,VA,38.388491,-78.964452
Brightwood CDP,VA,38.413954,-78.184695
Bristol city,VA,36.616954,-82.157564
Broadlands CDP,VA,39.013635,-77.516983
Broadway town,VA,38.608485,-78.801366
Brodnax town,VA,36.702953,-78.031937
Brookneal town,VA,37.047864,-78.953911
Brucetown CDP,VA,39.250674,-78.060935
Buchanan town,VA,37.520854,-79.691059
Buckhall CDP,VA,38.715561,-77.447008
Buckingham Courthouse CDP,VA,37.55589,-78.55138
Buena Vista city,VA,37.729345,-79.358134
Bull Run CDP,VA,38.83975,-77.489757
Bull Run CDP,VA,38.780099,-77.520418
Bull Run Mountain Estates CDP,VA,38.90919,-77.666676
Burke CDP,VA,38.777716,-77.262594
Burke Centre CDP,VA,38.791183,-77.300574
Burkeville town,VA,37.187905,-78.194413
Callaghan CDP,VA,37.809824,-80.089009
Calverton CDP,VA,38.635169,-77.666433
Camp Barrett CDP,VA,38.51861,-77.437652
Camptown CDP,VA,36.685887,-76.894742
Cana CDP,VA,36.580614,-80.667889
Cape Charles town,VA,37.249726,-76.014156
Capron town,VA,36.709329,-77.201281
Captains Cove CDP,VA,37.996297,-75.425918
Carrollton CDP,VA,36.940628,-76.52107
Carrsville CDP,VA,36.704097,-76.839133
Cascades CDP,VA,39.047538,-77.386847
Castlewood CDP,VA,36.880139,-82.295326
Catlett CDP,VA,38.656381,-77.628856
Cats Bridge CDP,VA,37.547717,-75.783285
Cave Spring CDP,VA,37.22691,-80.00688
